accountid,year,commulative_bill,reading_jan,usage_jan,bill_jan,penalty_jan,totalbill_jan,reading_feb,usage_feb,bill_feb,penalty_feb,totalbill_feb,reading_mar,usage_mar,bill_mar,penalty_mar,totalbill_mar,reading_apr,usage_apr,bill_apr,penalty_apr,totalbill_apr,reading_may,usage_may,bill_may,penalty_may,totalbill_may,reading_jun,usage_jun,bill_jun,penalty_jun,totalbill_jun,reading_jul,usage_jul,bill_jul,penalty_jul,totalbill_jul,reading_aug,usage_aug,bill_aug,penalty_aug,totalbill_aug,reading_sept,usage_sept,bill_sept,penalty_sept,totalbill_sept,reading_oct,usage_oct,bill_oct,penalty_oct,totalbill_oct,reading_nov,usage_nov,bill_nov,penalty_nov,totalbill_nov,reading_dec,usage_dec,bill_dec,penalty_dec,totalbill_dec
0000001082-01-2021,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001083-01-2021,2021,0.0,909.0,11.0,25.0,0.0,25.0,910.0,1.0,25.0,0.0,25.0,910.0,0.0,0.0,0.0,0.0,910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,0.0,0.0,0.0,0.0,910.0,0.0,0.0,0.0,0.0,910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001084-01-2021,2021,25.0,451.0,15.0,25.0,0.0,25.0,464.0,13.0,25.0,0.0,25.0,479.0,15.0,25.0,0.0,25.0,497.0,18.0,25.0,0.0,25.0,517.0,20.0,25.0,0.0,25.0,542.0,25.0,40.0,0.0,40.0,564.0,22.0,31.0,0.0,31.0,584.0,20.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001085-01-2021,2021,31.0,3228.0,26.0,43.0,0.0,43.0,3251.0,23.0,34.0,0.0,34.0,3276.0,25.0,40.0,0.0,40.0,3299.0,23.0,34.0,0.0,34.0,3324.0,25.0,40.0,0.0,40.0,3348.0,24.0,37.0,0.0,37.0,3367.0,19.0,25.0,0.0,25.0,3389.0,22.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001086-01-2021,2021,52.0,3535.0,7.0,25.0,0.0,25.0,3543.0,8.0,25.0,0.0,25.0,3543.0,0.0,0.0,0.0,0.0,3543.0,0.0,0.0,0.0,0.0,3792.0,249.0,712.0,0.0,712.0,3991.0,199.0,562.0,0.0,562.0,3991.0,0.0,0.0,0.0,0.0,4020.0,29.0,52.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001087-01-2021,2021,25.0,2216.0,26.0,43.0,0.0,43.0,2234.0,18.0,25.0,0.0,25.0,2252.0,18.0,25.0,0.0,25.0,2274.0,22.0,31.0,0.0,31.0,2293.0,19.0,25.0,0.0,25.0,2315.0,22.0,31.0,0.0,31.0,2335.0,20.0,25.0,0.0,25.0,2348.0,13.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001088-01-2021,2021,92.0,4227.0,40.0,85.0,0.0,85.0,4264.0,37.0,76.0,0.0,76.0,4315.0,51.0,118.0,0.0,118.0,4361.0,46.0,103.0,0.0,103.0,4488.0,127.0,346.0,0.0,346.0,4661.0,173.0,484.0,0.0,484.0,4695.0,34.0,67.0,0.0,67.0,4700.0,5.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001089-01-2021,2021,25.0,3288.0,23.0,34.0,0.0,34.0,3309.0,21.0,28.0,0.0,28.0,3345.0,36.0,73.0,0.0,73.0,3364.0,19.0,25.0,0.0,25.0,3388.0,24.0,37.0,0.0,37.0,3438.0,50.0,115.0,0.0,115.0,3479.0,41.0,88.0,0.0,88.0,3498.0,19.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001090-01-2021,2021,0.0,9322.0,100.0,265.0,0.0,265.0,9394.0,72.0,181.0,0.0,181.0,9549.0,155.0,430.0,0.0,430.0,9678.0,129.0,352.0,0.0,352.0,9754.0,76.0,193.0,0.0,193.0,9846.0,92.0,241.0,0.0,241.0,9961.0,115.0,310.0,0.0,310.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001091-01-2021,2021,25.0,3493.0,13.0,25.0,0.0,25.0,3507.0,14.0,25.0,0.0,25.0,3621.0,114.0,307.0,0.0,307.0,3729.0,108.0,289.0,0.0,289.0,3745.0,16.0,25.0,0.0,25.0,3761.0,16.0,25.0,0.0,25.0,3776.0,15.0,25.0,0.0,25.0,3790.0,14.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001092-01-2021,2021,25.0,1285.0,13.0,25.0,0.0,25.0,1236.0,0.0,0.0,0.0,0.0,1310.0,74.0,187.0,0.0,187.0,1319.0,9.0,25.0,0.0,25.0,1331.0,12.0,25.0,0.0,25.0,1345.0,14.0,25.0,0.0,25.0,1361.0,16.0,25.0,0.0,25.0,1361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001093-01-2021,2021,37.0,51.0,3.0,25.0,0.0,25.0,57.0,6.0,25.0,0.0,25.0,71.0,14.0,25.0,0.0,25.0,91.0,20.0,25.0,0.0,25.0,126.0,35.0,70.0,0.0,70.0,154.0,28.0,49.0,0.0,49.0,199.0,45.0,100.0,0.0,100.0,223.0,24.0,37.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001094-01-2021,2021,0.0,1036.0,0.0,0.0,0.0,0.0,1036.0,0.0,0.0,0.0,0.0,1036.0,0.0,0.0,0.0,0.0,1036.0,0.0,0.0,0.0,0.0,1036.0,0.0,0.0,0.0,0.0,1036.0,0.0,0.0,0.0,0.0,1036.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001095-01-2021,2021,1194.0,4889.0,102.0,271.0,0.0,271.0,4965.0,76.0,193.0,0.0,193.0,5025.0,60.0,145.0,0.0,145.0,5100.0,75.0,190.0,0.0,190.0,5187.0,87.0,226.0,0.0,226.0,5257.0,70.0,175.0,0.0,175.0,5357.0,100.0,265.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001096-01-2021,2021,160.0,4138.0,79.0,202.0,0.0,202.0,4201.0,63.0,154.0,0.0,154.0,4262.0,61.0,148.0,0.0,148.0,4333.0,71.0,178.0,0.0,178.0,4428.0,95.0,250.0,0.0,250.0,4493.0,65.0,160.0,0.0,160.0,4580.0,87.0,226.0,0.0,226.0,4645.0,65.0,160.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001097-01-2021,2021,0.0,1539.0,0.0,0.0,0.0,0.0,1539.0,0.0,0.0,0.0,0.0,1539.0,0.0,0.0,0.0,0.0,1539.0,0.0,0.0,0.0,0.0,1539.0,0.0,0.0,0.0,0.0,1539.0,0.0,0.0,0.0,0.0,1539.0,0.0,0.0,0.0,0.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001098-01-2021,2021,46.0,2055.0,33.0,82.0,0.0,82.0,2092.0,37.0,98.0,0.0,98.0,2136.0,44.0,126.0,0.0,126.0,2169.0,33.0,82.0,0.0,82.0,2214.0,45.0,130.0,0.0,130.0,2258.0,44.0,126.0,0.0,126.0,2274.0,16.0,25.0,0.0,25.0,2298.0,24.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001099-01-2021,2021,624.0,6598.0,173.0,484.0,0.0,484.0,6669.0,71.0,178.0,0.0,178.0,6771.0,102.0,271.0,0.0,271.0,6849.0,78.0,199.0,0.0,199.0,6916.0,67.0,166.0,0.0,166.0,7006.0,90.0,235.0,0.0,235.0,7078.0,72.0,181.0,0.0,181.0,7159.0,81.0,208.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001100-01-2021,2021,782.0,1678.0,119.0,322.0,0.0,322.0,1719.0,41.0,88.0,0.0,88.0,1750.0,31.0,58.0,0.0,58.0,1783.0,33.0,64.0,0.0,64.0,1811.0,28.0,49.0,0.0,49.0,1847.0,36.0,73.0,0.0,73.0,1889.0,42.0,91.0,0.0,91.0,1913.0,24.0,37.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001101-01-2021,2021,169.0,1967.0,9.0,25.0,0.0,25.0,1999.0,32.0,61.0,0.0,61.0,2033.0,34.0,67.0,0.0,67.0,2035.0,2.0,25.0,0.0,25.0,2078.0,43.0,94.0,0.0,94.0,2080.0,2.0,25.0,0.0,25.0,2085.0,5.0,25.0,0.0,25.0,2103.0,18.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001102-01-2021,2021,94.0,3131.0,0.0,0.0,0.0,0.0,3131.0,0.0,0.0,0.0,0.0,3131.0,0.0,0.0,0.0,0.0,3131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001103-01-2021,2021,25.0,3158.0,0.0,0.0,0.0,0.0,3158.0,0.0,0.0,0.0,0.0,3158.0,0.0,0.0,0.0,0.0,3158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001104-01-2021,2021,0.0,131.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001105-01-2021,2021,196.0,2611.0,25.0,40.0,0.0,40.0,2633.0,22.0,31.0,0.0,31.0,2651.0,18.0,25.0,0.0,25.0,2671.0,20.0,25.0,0.0,25.0,2696.0,25.0,40.0,0.0,40.0,2712.0,16.0,25.0,0.0,25.0,2709.0,-3.0,0.0,0.0,0.0,2786.0,77.0,196.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001106-01-2021,2021,0.0,3397.0,57.0,136.0,0.0,136.0,3496.0,99.0,262.0,0.0,262.0,3585.0,89.0,232.0,0.0,232.0,3668.0,83.0,214.0,0.0,214.0,3695.0,27.0,46.0,0.0,46.0,3705.0,10.0,25.0,0.0,25.0,3752.0,47.0,106.0,0.0,106.0,3771.0,19.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001107-01-2021,2021,43.0,3434.0,37.0,76.0,0.0,76.0,3461.0,27.0,46.0,0.0,46.0,3487.0,26.0,43.0,0.0,43.0,3511.0,24.0,37.0,0.0,37.0,3545.0,34.0,67.0,0.0,67.0,3577.0,32.0,61.0,0.0,61.0,3596.0,19.0,25.0,0.0,25.0,3622.0,26.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001108-01-2021,2021,127.0,8608.0,12.0,25.0,0.0,25.0,8621.0,13.0,25.0,0.0,25.0,8633.0,12.0,25.0,0.0,25.0,8647.0,14.0,25.0,0.0,25.0,8675.0,28.0,49.0,0.0,49.0,8696.0,21.0,28.0,0.0,28.0,8705.0,9.0,25.0,0.0,25.0,8711.0,6.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001109-01-2021,2021,437.0,2783.0,0.0,0.0,0.0,0.0,2783.0,0.0,0.0,0.0,0.0,2783.0,0.0,0.0,0.0,0.0,2783.0,0.0,0.0,0.0,0.0,2783.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,190.0,127.0,346.0,0.0,346.0,232.0,42.0,91.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001110-01-2021,2021,0.0,1936.0,0.0,0.0,0.0,0.0,1936.0,0.0,0.0,0.0,0.0,1936.0,0.0,0.0,0.0,0.0,1936.0,0.0,0.0,0.0,0.0,1936.0,0.0,0.0,0.0,0.0,1936.0,0.0,0.0,0.0,0.0,1936.0,0.0,0.0,0.0,0.0,1936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001111-01-2021,2021,25.0,1003.0,20.0,25.0,0.0,25.0,1023.0,20.0,25.0,0.0,25.0,1044.0,21.0,28.0,0.0,28.0,1067.0,23.0,34.0,0.0,34.0,1087.0,20.0,25.0,0.0,25.0,1107.0,20.0,25.0,0.0,25.0,1127.0,20.0,25.0,0.0,25.0,1147.0,20.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001112-01-2021,2021,91.0,0.0,0.0,0.0,0.0,0.0,2505.0,2505.0,7480.0,0.0,7480.0,2531.0,26.0,43.0,0.0,43.0,2558.0,27.0,46.0,0.0,46.0,2588.0,30.0,55.0,0.0,55.0,2634.0,46.0,103.0,0.0,103.0,2639.0,5.0,25.0,0.0,25.0,2681.0,42.0,91.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001113-01-2021,2021,0.0,509.0,0.0,0.0,0.0,0.0,509.0,0.0,0.0,0.0,0.0,509.0,0.0,0.0,0.0,0.0,509.0,0.0,0.0,0.0,0.0,509.0,0.0,0.0,0.0,0.0,509.0,0.0,0.0,0.0,0.0,509.0,0.0,0.0,0.0,0.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001114-01-2021,2021,182.0,32.0,2.0,25.0,0.0,25.0,32.0,0.0,0.0,0.0,0.0,71.0,39.0,82.0,0.0,82.0,79.0,8.0,25.0,0.0,25.0,79.0,0.0,0.0,0.0,0.0,80.0,1.0,25.0,0.0,25.0,81.0,1.0,25.0,0.0,25.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001115-01-2021,2021,46.0,7607.0,61.0,148.0,0.0,148.0,7667.0,60.0,145.0,0.0,145.0,7755.0,88.0,229.0,0.0,229.0,7837.0,82.0,211.0,0.0,211.0,7925.0,88.0,229.0,0.0,229.0,7970.0,45.0,100.0,0.0,100.0,8012.0,42.0,91.0,0.0,91.0,8039.0,27.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001116-01-2021,2021,50.0,2909.0,22.0,31.0,0.0,31.0,2927.0,18.0,25.0,0.0,25.0,2966.0,39.0,82.0,0.0,82.0,2980.0,14.0,25.0,0.0,25.0,3002.0,22.0,31.0,0.0,31.0,3024.0,22.0,31.0,0.0,31.0,3040.0,16.0,25.0,0.0,25.0,3048.0,8.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001117-01-2021,2021,0.0,1772.0,19.0,25.0,0.0,25.0,1786.0,14.0,25.0,0.0,25.0,1801.0,15.0,25.0,0.0,25.0,1807.0,6.0,25.0,0.0,25.0,1816.0,9.0,25.0,0.0,25.0,1823.0,7.0,25.0,0.0,25.0,1832.0,9.0,25.0,0.0,25.0,1842.0,10.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001118-01-2021,2021,1193.0,3618.0,81.0,208.0,0.0,208.0,3714.0,96.0,253.0,0.0,253.0,3856.0,142.0,391.0,0.0,391.0,3976.0,120.0,325.0,0.0,325.0,4068.0,92.0,241.0,0.0,241.0,4140.0,72.0,181.0,0.0,181.0,4226.0,86.0,223.0,0.0,223.0,4312.0,86.0,223.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001119-01-2021,2021,62.0,1389.0,10.0,25.0,0.0,25.0,1399.0,10.0,25.0,0.0,25.0,1412.0,13.0,25.0,0.0,25.0,1422.0,10.0,25.0,0.0,25.0,1422.0,0.0,0.0,0.0,0.0,1453.0,0.0,0.0,0.0,0.0,1477.0,24.0,37.0,0.0,37.0,1489.0,12.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001120-01-2021,2021,50.0,2978.0,51.0,118.0,0.0,118.0,3037.0,59.0,142.0,0.0,142.0,3086.0,49.0,112.0,0.0,112.0,3114.0,28.0,49.0,0.0,49.0,3123.0,9.0,25.0,0.0,25.0,3128.0,5.0,25.0,0.0,25.0,3137.0,9.0,25.0,0.0,25.0,3147.0,10.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001121-01-2021,2021,521.0,3358.0,82.0,211.0,0.0,211.0,3426.0,68.0,169.0,0.0,169.0,3494.0,68.0,169.0,0.0,169.0,3530.0,36.0,73.0,0.0,73.0,3566.0,36.0,73.0,0.0,73.0,3607.0,41.0,88.0,0.0,88.0,3665.0,58.0,139.0,0.0,139.0,3726.0,61.0,148.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001122-01-2021,2021,71.0,2461.0,9.0,25.0,0.0,25.0,2467.0,6.0,25.0,0.0,25.0,2474.0,7.0,25.0,0.0,25.0,2483.0,9.0,25.0,0.0,25.0,2494.0,11.0,25.0,0.0,25.0,2504.0,10.0,25.0,0.0,25.0,2531.0,27.0,46.0,0.0,46.0,2546.0,15.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001123-01-2021,2021,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,103.0,274.0,0.0,274.0,425.0,36.0,73.0,0.0,73.0,485.0,60.0,145.0,0.0,145.0,557.0,72.0,181.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001124-01-2021,2021,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,39.0,82.0,0.0,82.0,883.0,0.0,0.0,0.0,0.0,883.0,0.0,0.0,0.0,0.0,883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001125-01-2021,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1268.0,-20.0,0.0,0.0,0.0,1268.0,0.0,0.0,0.0,0.0,1268.0,0.0,0.0,0.0,0.0,1268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001126-01-2021,2021,712.0,779.0,23.0,34.0,0.0,34.0,801.0,22.0,31.0,0.0,31.0,824.0,23.0,34.0,0.0,34.0,849.0,25.0,40.0,0.0,40.0,925.0,76.0,193.0,0.0,193.0,969.0,44.0,97.0,0.0,97.0,1056.0,87.0,226.0,0.0,226.0,1098.0,42.0,91.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001127-01-2021,2021,25.0,628.0,0.0,0.0,0.0,0.0,628.0,0.0,0.0,0.0,0.0,628.0,0.0,0.0,0.0,0.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0,1.0,25.0,0.0,25.0,629.0,0.0,0.0,0.0,0.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001128-01-2021,2021,50.0,94.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,7.0,25.0,0.0,25.0,112.0,11.0,25.0,0.0,25.0,118.0,6.0,25.0,0.0,25.0,119.0,1.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001129-01-2021,2021,58.0,1709.0,18.0,25.0,0.0,25.0,1729.0,20.0,25.0,0.0,25.0,1761.0,32.0,61.0,0.0,61.0,1786.0,25.0,40.0,0.0,40.0,1819.0,33.0,64.0,0.0,64.0,1801.0,-18.0,0.0,0.0,0.0,1907.0,106.0,283.0,0.0,283.0,1938.0,31.0,58.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001130-01-2021,2021,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3092.0,219.0,622.0,0.0,622.0,3128.0,36.0,73.0,0.0,73.0,3153.0,25.0,40.0,0.0,40.0,3176.0,23.0,34.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001131-01-2021,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001132-01-2021,2021,0.0,444.0,0.0,0.0,0.0,0.0,444.0,0.0,0.0,0.0,0.0,444.0,0.0,0.0,0.0,0.0,444.0,0.0,0.0,0.0,0.0,444.0,0.0,0.0,0.0,0.0,444.0,0.0,0.0,0.0,0.0,444.0,0.0,0.0,0.0,0.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
